hotel_address,average_score,standard_deviation,skew,number_of_reviews,name,city,latitude,longitude
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,7.8362962963,1.89651611576,-0.793030063276,405,Hotel Arena,Amsterdam,52.3605759,4.9159683
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,8.60282685512,1.41742348643,-1.16694147892,566,K K Hotel George,London,51.4918878,-0.1949706
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,9.29855212355,0.92421416061,-2.20599086479,1036,Apex Temple Court Hotel,London,51.5137335,-0.1087512
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,7.71146892655,1.87601522254,-0.6729769811,1770,The Park Grand London Paddington,London,51.5142184,-0.1809032
1 3 Rue d Argentine 16th arr 75116 Paris France,8.84857142857,1.05895937504,-1.31681243275,35,Monhotel Lounge SPA,Paris,48.8743481,2.2897334
1 5 Passage Ruelle 18th arr 75018 Paris France,5.85263157895,2.26724708771,0.0702058713885,19,Kube Hotel Ice Bar,Paris,48.88657,2.3588332
1 8 Russell Square Camden London WC1B 5BE United Kingdom,8.02933333333,1.63193073997,-0.803740032553,1425,The Principal London,London,51.5226217,-0.1251602
1 Addington Street Lambeth London SE1 7RY United Kingdom,8.3697569757,1.6165771797,-1.0985608706,2222,Park Plaza County Hall London,London,51.5014001,-0.1160092
1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,9.14485294118,1.024935037,-1.84624387125,136,One Aldwych,London,51.5117832,-0.1194172
1 Avenue Carnot 17th arr 75017 Paris France,9.14251968504,1.1208358336,-1.87451865211,127,Splendid Etoile,Paris,48.874707,2.2936761
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,8.32811059908,1.51376175615,-1.12719012911,217,Hotel Trianon Rive Gauche,Paris,48.8487675,2.3410376
1 Hamilton Place Park Lane Westminster Borough London W1J 7QY United Kingdom,8.2925,1.66708988337,-1.01877175607,160,InterContinental London Park Lane,London,51.5038632,-0.1504132
1 Impasse Marteau 18th arr 75018 Paris France,7.02944444444,1.87761578349,-0.410007645826,180,Novotel Suites Paris Nord 18 me,Paris,48.9015941,2.3597783
1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom,7.61561866126,1.8642933219,-0.625374666719,2958,Grand Royale London Hyde Park,London,51.5109945,-0.1863417
1 Kensington Court Kensington and Chelsea London W8 5DL United Kingdom,9.57209302326,0.693609682202,-2.01307317717,86,Milestone Hotel Kensington,London,51.5020425,-0.1866541
1 Kings Cross Road Islington London WC1X 9HX United Kingdom,7.95829195631,1.69347603927,-0.736083429522,1007,Crowne Plaza London Kings Cross,London,51.5263854,-0.1136042
1 Place De La Sorbonne 5th arr 75005 Paris France,8.961328125,1.22061885371,-1.64450884273,256,Select Hotel,Paris,48.8483053,2.3425596
1 Place Vend me 1st arr 75001 Paris France,8.38539325843,1.87177301471,-1.51951097554,89,H tel De Vend me,Paris,48.8668564,2.3286339
1 Rue De Libourne 12th arr 75012 Paris France,8.75848214286,1.42262922751,-1.55814283329,224,Pullman Paris Centre Bercy,Paris,48.8315204,2.3870797
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,8.14134078212,1.62883786761,-1.26405467886,179,Gardette Park Hotel,Paris,48.8610265,2.3788974
1 Rue Sainte Opportune 1st arr 75001 Paris France,7.82037037037,1.77457428141,-0.661796959105,108,H tel des Ducs D Anjou,Paris,48.8598229,2.347111
1 Rue Scribe 9th arr 75009 Paris France,8.77777777778,1.30582316159,-1.4849984999,135,Hotel Scribe Paris Opera by Sofitel,Paris,48.8704175,2.3296832
1 Shortlands Hammersmith and Fulham London W6 8DR United Kingdom,8.24224473889,1.67600537624,-0.923908365874,1283,Novotel London West,London,51.4919588,-0.2200956
1 Suffolk Place Westminster Borough London SW1Y 4HX United Kingdom,9.59090909091,0.737789491206,-3.65904373829,121,Haymarket Hotel,London,51.5084595,-0.1311382
1 Waterview Drive Greenwich London SE10 0TW United Kingdom,9.45119560956,0.903538545548,-2.95148288155,2551,Intercontinental London The O2,London,51.5024348,-0.0002497
1 rue Geoffroy Marie 9th arr 75009 Paris France,8.48902439024,1.32180255689,-0.754979189622,82,Hotel Panache,Paris,48.8732543,2.343239
10 12 rue Cognacq Jay 7th arr 75007 Paris France,8.5775147929,1.61443369884,-1.28430670154,169,H tel Juliana Paris,Paris,48.8619373,2.3040298
10 12 rue de Charonne 11th arr 75011 Paris France,9.14210526316,0.971950259273,-1.81264678711,171,Hotel L Antoine,Paris,48.8524215,2.3743832
10 Avenue D I na 16th arr 75016 Paris France,9.10217391304,1.26077385944,-3.75834005871,46,Shangri La Hotel Paris,Paris,48.8637135,2.2934759
10 Avenue Emile Zola 15th arr 75015 Paris France,7.51714285714,1.90018850541,-0.733767425287,70,Mercure Paris Tour Eiffel Pont Mirabeau,Paris,48.8460269,2.2788281
10 Beaufort Gardens Kensington and Chelsea London SW3 1PT United Kingdom,9.10057803468,1.18495888997,-2.08816021423,173,Knightsbridge Hotel,London,51.4980052,-0.1643238
10 Berners Street Westminster Borough London W1T 3NP United Kingdom,9.12907801418,0.999609852971,-1.47764744728,141,The London EDITION,London,51.5167472,-0.135965
10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom,7.698125,1.91316103387,-0.784867836891,160,The Cranley Hotel,London,51.4916378,-0.1832833
10 Bis rue du D barcad re 17th arr 75017 Paris France,9.34489795918,1.02531727295,-2.41596921317,49,Hotel Le 10 BIS,Paris,48.8780363,2.2864907
10 Carlisle Street Westminster Borough London W1D 3BR United Kingdom,9.15580448065,1.03644895838,-1.9349021411,491,The Nadler Soho,London,51.5147387,-0.1341108
10 Godliman Street City of London London EC4V 5AJ United Kingdom,8.49150779896,1.56492805141,-1.20663860837,1154,Grange St Paul s Hotel,London,51.5127625,-0.0997157
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,9.18534031414,1.075396412,-2.317607093,382,The Ampersand Hotel,London,51.4943077,-0.1755579
10 Monmouth Street Camden London WC2H 9HB United Kingdom,9.58783783784,0.668253233664,-2.83508302413,74,Covent Garden Hotel,London,51.5145986,-0.1270336
10 Palace Place Westminster Borough London SW1E 5BW United Kingdom,9.31214642263,0.921919493154,-2.21647841077,601,The Nadler Victoria,London,51.4990259,-0.1427453
10 Pepys Street City of London London EC3N 2NR United Kingdom,8.72706185567,1.44406998273,-1.3267627494,388,Novotel London Tower Bridge,London,51.5106538,-0.0773676
10 Place De La R publique 11th arr 75011 Paris France,8.00471698113,1.60011149348,-0.955511410838,212,Crowne Plaza Paris R publique,Paris,48.8673199,2.3656296
10 Place De Mexico 16th arr 75016 Paris France,8.34242424242,1.48262351734,-0.944339513988,66,Le Metropolitan a Tribute Portfolio Hotel,Paris,48.8656973,2.2829776
10 Rue Gabriel Laumain 10th arr 75010 Paris France,8.08823529412,2.22938566152,-1.14108861133,34,Windsor Opera,Paris,48.8734851,2.3485111
10 Rue Kepler 16th arr 75016 Paris France,9.33052631579,0.874225941414,-1.77356442806,95,H tel Keppler,Paris,48.8699103,2.2973386
10 Rue de la Tour d Auvergne 9th arr 75009 Paris France,8.476,1.48696559028,-1.27011458381,25,Hotel Tour d Auvergne Opera,Paris,48.8789432,2.3448623
10 Wardour Street Leicester Square Westminster Borough London W1D 6QF United Kingdom,8.31240601504,1.80783312403,-1.29988035845,266,W London Leicester Square,London,51.510843,-0.1314287
10 West Temple Sheen London SW14 7RT United Kingdom,8.27037037037,1.43885258327,-0.83616022182,162,The Victoria,London,51.4611219,-0.2756216
10 avenue Carnot 17th arr 75017 Paris France,7.7523255814,1.90767655072,-0.874731512683,86,Belfast,Paris,48.8756435,2.2938788
10 rue Chateaubriand 8th arr 75008 Paris France,7.91379310345,1.890903816,-0.555903946199,29,Atala Champs Elys es,Paris,48.8735418,2.302442
10 rue Gager Gabillot 15th arr 75015 Paris France,6.32972972973,2.25004504459,-0.0872275995349,37,Holiday Inn Paris Montparnasse Pasteur,Paris,48.8376887,2.3063102
10 rue Lamartine 9th arr 75009 Paris France,8.72654867257,1.21508507191,-1.07506555504,113,Les Plumes Hotel,Paris,48.8766269,2.3432886
10 rue Saint Hyacinthe 1st arr 75001 Paris France,8.22307692308,1.67259458614,-0.857578091026,91,Hotel des Tuileries Relais du Silence,Paris,48.8661705,2.331561
10 rue Saint Philippe du Roule 8th arr 75008 Paris France,9.12195121951,1.225150471,-1.71755474068,82,Bradford Elys es Astotel,Paris,48.8729676,2.3081178
10 rue d Ormesson 4th arr 75004 Paris France,9.18157894737,1.16272215383,-1.83936419645,76,H tel de Jos phine BONAPARTE,Paris,48.8555319,2.3621212
10 rue de Bruxelles 9th arr 75009 Paris France,9.34835164835,1.11318987473,-2.36870487536,91,Maison Souquet,Paris,48.88366,2.3313845
10 rue de Vaugirard 6th arr 75006 Paris France,8.31833333333,1.68672440419,-1.24196044393,120,Le Senat,Paris,48.8491427,2.3397118
100 110 Euston Road Camden London NW1 2AJ United Kingdom,8.8998389694,1.31493619084,-1.62666500664,1242,Pullman London St Pancras,London,51.5286766,-0.1283489
100 Cromwell Road Kensington and Chelsea London SW7 4ER United Kingdom,8.64360655738,1.41382975691,-1.4197208698,305,Crowne Plaza London Kensington,London,51.495179,-0.183827
100 Queen s Gate Kensington and Chelsea London SW7 5AG United Kingdom,7.96937561943,1.66676895717,-0.781393174879,1009,Doubletree by Hilton London Kensington,London,51.4925138,-0.1787917
100 Shoreditch High Street Hackney London E1 6JQ United Kingdom,8.68307392996,1.3752495738,-1.22620543198,514,Ace Hotel London Shoreditch,London,51.5254162,-0.0772849
100 Vauxhall Walk Lambeth London SE11 5AL United Kingdom,9.31885245902,0.88120119732,-2.89959710332,244,Staybridge Suites London Vauxhall,London,51.4891226,-0.1205639
101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom,8.34897689769,1.63931348081,-1.04053845052,1515,The Grosvenor,London,51.4956657,-0.1452793
101 Knightsbridge Westminster Borough London SW1X 7RN United Kingdom,8.03454545455,1.79965712284,-1.18687648057,275,The Park Tower Knightsbridge a Luxury Collection Hotel,London,51.5014191,-0.1625805
102 Avenue Victor Hugo 16th arr 75016 Paris France,8.00666666667,1.99766530397,-1.82945972041,15,Melia Paris Champs Elys es,Paris,48.8688962,2.2827459
102 Avenue de Villiers 17th arr 75017 Paris France,8.825,1.23988893108,-1.6068967005,172,Amp re,Paris,48.8848583,2.2997023
102 Bd De Grenelle 15th arr 75015 Paris France,8.73738317757,1.66835954793,-1.70993269353,428,Le Parisis Paris Tour Eiffel,Paris,48.8494851,2.2955063
104 Bayswater Rd Westminster Borough London W2 3HL United Kingdom,8.25266821346,1.54274325524,-1.04475659069,862,Thistle Kensington Gardens,London,51.5108439,-0.1839074
108 Baker Street Westminster Borough London W1U 6LJ United Kingdom,8.09256756757,1.58860541662,-0.773851530748,592,Park Plaza Sherlock Holmes London,London,51.5209191,-0.1566567
108 Rue Saint Lazare 8th arr 75008 Paris France,8.27155963303,1.70011392555,-1.04659672445,109,Hilton Paris Opera,Paris,48.8756604,2.3252075
109 113 Queen s Gate Kensington and Chelsea London SW7 5LR United Kingdom,8.72972972973,1.44667845121,-1.29952268209,333,The Kensington Hotel,London,51.4925478,-0.1780611
10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,8.67937625755,1.46540062997,-1.500286235,994,Holiday Inn London Stratford City,London,51.5426054,-0.0072708
10b Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,9.20469387755,1.06854946697,-2.10056848421,490,Staybridge Suites London Stratford,London,51.5426351,-0.0073272
11 12 Poplar Mews Shepherd s Bush Hammersmith and Fulham London W12 7JS United Kingdom,8.04048964218,1.64535909523,-0.826773705111,531,Shepherd s Bush Boutique Hotel,London,51.5054544,-0.2262216
11 13 Bayley Street Bedford Square Camden London WC1B 3HD United Kingdom,7.96349892009,1.55668724442,-0.724222064618,463,My Bloomsbury,London,51.5188555,-0.1319172
11 15 Rue De Lyon 12th arr 75012 Paris France,8.27493670886,1.49306508014,-1.00219820389,395,Holiday Inn Paris Gare de Lyon Bastille,Paris,48.8468064,2.3714789
11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,8.94511278195,1.09416262194,-1.70106432224,133,H tel Chaplain Paris Rive Gauche,Paris,48.8427564,2.3305636
11 Bis rue Mazagran 10th arr 75010 Paris France,8.075,2.02577863296,-1.06375989495,44,H tel Regina Op ra Grands Boulevards,Paris,48.8708508,2.3515882
11 Cadogan Gardens Sloane Square Kensington and Chelsea London SW3 2RJ United Kingdom,8.83797468354,1.38782731699,-1.40343237088,158,11 Cadogan Gardens,London,51.4936161,-0.1592347
11 Knightsbridge Westminster Borough London SW1X 7LY United Kingdom,9.09480519481,1.42956527289,-2.48240474145,77,The Wellesley Knightsbridge a Luxury Collection Hotel London,London,51.502485,-0.1539265
11 Rue Du Temple 4th arr 75004 Paris France,8.68461538462,1.29173542941,-1.06572134027,221,H tel Duo,Paris,48.8581186,2.3529369
11 Rue d Astorg 8th arr 75008 Paris France,7.73333333333,2.22586898842,-0.971941323439,24,Hotel Astor Saint Honor ,Paris,48.8728324,2.3193886
11 Rue de l Arcade 8th arr 75008 Paris France,7.89652173913,1.81184845203,-0.69167161067,115,Op ra Marigny,Paris,48.871723,2.3235377
11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom,8.5941011236,1.45742930374,-1.33323463056,712,The Rembrandt,London,51.4959227,-0.1702917
11 rue Paul Baudry 8th arr 75008 Paris France,8.5875,1.55797800195,-1.53502630803,56,H tel Le Marianne,Paris,48.8725794,2.3075779
11 rue de Tr vise 9th arr 75009 Paris France,8.23433476395,1.61899463521,-1.06984801598,233,H tel Diva Opera,Paris,48.8732706,2.3450746
11 rue du 8 Mai 1945 10th arr 75010 Paris France,8.53055555556,1.32193188643,-0.792133299233,72,Le Marcel,Paris,48.8761376,2.3572681
110 rue Blomet 15th arr 75015 Paris France,8.77142857143,1.26389584706,-1.27902753758,70,Hotel Eden,Paris,48.8405612,2.2991035
111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom,8.65606694561,1.39095019655,-1.54927407146,239,Ashburn Hotel,London,51.4945522,-0.1861213
111 Westminster Bridge Road Lambeth London SE1 7JD United Kingdom,8.35476190476,1.78706225658,-1.28805722258,84,Marlin Waterloo,London,51.4990953,-0.1132136
111 avenue de la Bourdonnais 7th arr 75007 Paris France,8.76022099448,1.43077297583,-1.59125889874,362,H tel de la Bourdonnais,Paris,48.8550466,2.304583
112 boulevard de S bastopol 3rd arr 75003 Paris France,8.29784482759,1.6456803254,-1.28794938367,232,Best Western Premier Marais Grands Boulevards,Paris,48.8687425,2.3541761
113 Lambeth Rd Lambeth London SE1 7LS United Kingdom,8.0118466899,1.75158242267,-0.902248738997,287,Novotel London Waterloo,London,51.4948465,-0.1187481
116 Piccadilly Westminster Borough London W1J 7BJ United Kingdom,7.97830687831,1.89619027094,-0.847718605566,189,The Athenaeum,London,51.504716,-0.1475618
117 129 Cromwell Road Kensington and Chelsea London SW7 4DS United Kingdom,7.68167330677,1.75523817948,-0.645309461664,502,Park International Hotel,London,51.4945144,-0.1866172
117 Poplar High Street Tower Hamlets London E14 0AE United Kingdom,9.5175,0.655113026067,-1.59970881931,40,Lansbury Heritage Hotel,London,51.5090985,-0.0157302
117 Rue Lauriston 16th arr 75116 Paris France,8.04852941176,2.08609416131,-0.968864747543,68,Le Dokhan s a Tribute Portfolio Hotel,Paris,48.8663359,2.2867935
11bis Rue Godot de Mauroy 9th arr 75009 Paris France,8.7632183908,1.29229514076,-1.24291974182,87,Le Relais Madeleine,Paris,48.870961,2.3267678
12 14 Rue Joseph De Maistre 18th arr 75018 Paris France,9.27661691542,0.986306492685,-2.00416466144,201,Terrass H tel Montmartre by MH,Paris,48.8865626,2.3329648
12 Boulevard Haussmann 9th arr 75009 Paris France,7.9224,1.65035988255,-0.731003447134,125,Millennium Hotel Paris Opera,Paris,48.8724588,2.3378004
12 Folgate Street City of London London E1 6BX United Kingdom,9.41101449275,0.885375601756,-2.39319883722,345,Batty Langley s,London,51.5208575,-0.0779503
12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG United Kingdom,7.97900485437,1.55784643699,-0.768223320935,824,Best Western Mornington Hotel Hyde Park,London,51.5119933,-0.1782794
12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom,8.88576923077,1.27118355212,-1.76826234421,780,Arbor City,London,51.5166755,-0.0697897
12 Rue Jean Goujon 8th arr 75008 Paris France,8.66891891892,1.70654868208,-1.55917590977,74,H tel San R gis,Paris,48.8665788,2.3084447
12 Rue de Louvois 2nd arr 75002 Paris France,9.20833333333,1.39311688235,-2.53609471367,72,H tel Square Louvois,Paris,48.8684165,2.336869
12 Upper Woburn Place Camden London WC1H 0HX United Kingdom,7.84583333333,1.53271438484,-0.633722432026,768,Ambassadors Bloomsbury,London,51.5266618,-0.1296571
12 boulevard Malesherbes 8th arr 75008 Paris France,8.60854092527,1.31952304936,-1.21460782868,281,Waldorf Madeleine,Paris,48.8715828,2.3224853
12 rue Saint Didier 16th arr 75016 Paris France,8.404,1.37599497171,-1.54203810134,75,Garden Elys e,Paris,48.8663444,2.2881979
12 rue Saint Roch 1st arr 75001 Paris France,8.61515151515,1.30705098768,-1.236535036,66,Hotel Louvre Montana,Paris,48.8644627,2.3318473
12 rue de Marignan 8th arr 75008 Paris France,8.68086419753,1.48848724535,-1.63376258121,162,Hotel Marignan Champs Elys es,Paris,48.8685093,2.3067895
12 rue de Parme 9th arr 75009 Paris France,9.11578947368,1.00823973757,-1.59983303923,76,Le Grey Hotel,Paris,48.881407,2.3274204
12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,8.87083333333,1.38243999902,-1.50843310505,96,Hotel La Lanterne,Paris,48.8489839,2.348383
12 rue des Saussaies 8th arr 75008 Paris France,9.0625,0.99658069263,-1.51375684794,40,Le Pavillon des Lettres,Paris,48.8713699,2.3181191
123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,9.22830188679,0.845435108389,-1.42229578854,53,Le 123 Elysees Astotel,Paris,48.8730823,2.309659
123 boulevard S bastopol 2nd arr 75002 Paris France,9.50692307692,0.704601538013,-1.91895268167,130,Le 123 S bastopol Astotel,Paris,48.8675886,2.3531018
124 Clerkenwell Rd Camden London EC1R 5DJ United Kingdom,7.80846153846,1.82985722387,-0.911912634931,130,The Bryson Hotel,London,51.5220869,-0.1082443
128 King Henry s Road Camden London NW3 3ST United Kingdom,8.22925531915,1.66674067509,-1.01592696089,752,London Marriott Hotel Regents Park,London,51.5421476,-0.1703073
128 avenue de Wagram 17th arr 75017 Paris France,8.0,1.47838223579,-0.365379778922,58,Best Western Mercedes Arc de Triomphe,Paris,48.8848292,2.3035189
129 Bayswater Road London W2 4RJ United Kingdom,7.64401544402,1.87395265212,-0.730335688558,259,Hilton London Hyde Park,London,51.51046,-0.1875844
13 15 Gower Street Camden London WC1E 6HE United Kingdom,8.4,1.47886596229,-1.07319059833,248,Staunton Hotel B B,London,51.520378,-0.1303414
13 Boulevard Du Temple 3rd arr 75003 Paris France,7.86148648649,1.66723216183,-0.668918254949,148,1K Hotel,Paris,48.8639318,2.3658744
13 Rue De La Paix 2nd arr 75002 Paris France,8.58817891374,1.44462560803,-1.07088010244,313,H tel Westminster,Paris,48.8693409,2.3310263
13 Rue Fran ois Ory 92120 Paris France,8.18,1.62808681177,-1.18521184045,10,Mercure Paris Porte d Orleans,Paris,48.8178079,2.3293636
13 Rue Jules Cesar 12th arr 75012 Paris France,8.44066666667,1.58813117418,-1.73587273889,150,Le Marceau Bastille,Paris,48.8490691,2.3697484
13 rue Geoffroy Marie 9th arr 75009 Paris France,8.26857142857,1.50699768308,-0.930797163324,35,Maxim Op ra,Paris,48.8738557,2.3444232
13 rue Saint Sulpice 6th arr 75006 Paris France,8.78383233533,1.42796161761,-1.8389737722,167,Hotel Odeon Saint Germain,Paris,48.8513515,2.3375084
13 rue des Beaux Arts 6th arr 75006 Paris France,8.92405063291,1.39101652462,-1.60556280258,79,L H tel,Paris,48.8562272,2.3351758
130 134 Southampton Row Camden London WC1B 5AF United Kingdom,8.44534883721,1.44699584184,-1.02426844507,602,Mercure London Bloomsbury Hotel,London,51.5210085,-0.1230966
130 135 Minories City of London London EC3N 1NU United Kingdom,9.03529411765,1.15664311105,-1.59952746305,969,The Chamberlain,London,51.5122457,-0.0757326
130 Tottenham Court Road Camden London W1T 5AY United Kingdom,8.37784342688,1.55288523464,-1.11111551994,1354,Radisson Blu Edwardian Grafton,London,51.5241386,-0.1380807
132 Boulevard Haussmann 8th arr 75008 Paris France,9.15609756098,1.2686703237,-1.68161253479,41,La Villa Haussmann,Paris,48.8753446,2.3167161
134 George Street Westminster Borough London W1H 5DN United Kingdom,8.31229166667,1.63868772232,-1.05336404001,480,London Marriott Hotel Marble Arch,London,51.5163841,-0.1635764
14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom,7.40686813187,1.70810256922,-0.486024255415,728,Saint Georges Hotel,London,51.517839,-0.1424476
14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom,8.85683453237,1.24381281635,-1.51203017026,556,Park Grand London Lancaster Gate,London,51.5132069,-0.1807816
14 Henrietta Street Westminster Borough London WC2E 8QH United Kingdom,9.18518518519,1.31403773032,-2.44108474893,27,The Henrietta Hotel,London,51.5109079,-0.1238221
14 Rue Beaujon 8th arr 75008 Paris France,8.71340206186,1.47121808938,-1.36691687672,194,Sofitel Paris Arc De Triomphe,Paris,48.8751845,2.3013214
14 Rue St Simon 7th arr 75007 Paris France,9.20608695652,0.943703692394,-1.64185774816,115,H tel Duc De St Simon,Paris,48.8560685,2.3236846
14 Rue Stanislas 6th arr 75006 Paris France,9.40317460317,0.734839954918,-1.79232293895,63,Hotel Le Six,Paris,48.8438352,2.3280708
14 Rue de la Sorbonne 5th arr 75005 Paris France,8.625,1.2107639601,-1.04572999723,80,Hotel Mercure La Sorbonne Saint Germain des Pr s,Paris,48.8493499,2.3430569
14 Rue du Chevalier de Saint George 1st arr 75001 Paris France,9.30289256198,0.887226026221,-1.94098813949,242,Hotel Op ra Richepanse,Paris,48.8686931,2.325211
14 rue de la Tremoille 8th arr 75008 Paris France,8.52894736842,1.43181151362,-0.645244137593,76,La Tremoille Paris,Paris,48.8668589,2.3028215
140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,8.69410609037,1.44882709031,-1.43722065673,1018,The Bailey s Hotel London,London,51.4938733,-0.1824963
140 Park Lane Westminster Borough London W1K 7AA United Kingdom,8.62051282051,1.57086781991,-2.00553451916,78,London Marriott Hotel Park Lane,London,51.5131428,-0.1576714
141 rue St Honor 1st arr 75001 Paris France,8.34048780488,1.67892640653,-1.02406582833,205,Best Western Premier Louvre Saint Honor ,Paris,48.861711,2.340674
142 Minories City of London London EC3N 1LS United Kingdom,9.33815028902,0.929385672405,-2.12915702303,346,Hotel Indigo London Tower Hill,London,51.5128032,-0.07586
142 To 144 Warwick Way Victoria Westminster Borough London SW1V 4JE United Kingdom,8.95052631579,1.19759277029,-1.74813601788,95,Windermere Hotel,London,51.4903724,-0.1459218
143 Avenue De Malakoff 16th arr 75016 Paris France,8.93246753247,1.15683797237,-1.39624809826,77,La Villa Maillot,Paris,48.875551,2.2835191
143 Boulevard Saint Germain 6th arr 75006 Paris France,8.72772277228,1.22344749065,-1.34226185653,101,H tel Madison by MH,Paris,48.8531641,2.3344097
144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom,7.55220820189,1.76274501777,-0.627594092367,634,Mercure London Paddington Hotel,London,51.5161139,-0.1749521
146 Praed Street Westminster Borough London W2 1EE United Kingdom,8.09596912521,1.64583257167,-0.927458599963,1166,Hilton London Paddington,London,51.515632,-0.175737
147 Cromwell Road Kensington and Chelsea London SW5 0TH United Kingdom,7.98518518519,1.76725312537,-0.831107803998,189,London Marriott Hotel Kensington,London,51.4944849,-0.1884174
15 16 Prince Of Wales Terrace Kensington and Chelsea London W8 5PQ United Kingdom,8.30334572491,1.43012235784,-0.859702635309,269,Kensington House Hotel,London,51.5012329,-0.1859937
15 17 Charlotte Street Hotel Westminster Borough London W1T 1RJ United Kingdom,9.48865248227,0.869079332116,-2.69239284547,141,Charlotte Street Hotel,London,51.5184158,-0.1348509
15 Beeston Place Westminster Borough London SW1W 0JW United Kingdom,9.43823529412,0.98050745779,-3.00174418815,102,The Goring,London,51.4975621,-0.145551
15 Boulevard Romain Rolland 14th arr 75014 Paris France,7.95185185185,1.91177935047,-1.12360134874,27,Novotel Paris 14 Porte d Orl ans,Paris,48.8196885,2.3263505
15 Cromwell Place Kensington and Chelsea London SW7 2LA United Kingdom,8.55667870036,1.55726458477,-1.43931260997,277,The Pelham Starhotels Collezione,London,51.4943935,-0.1750169
15 Montague St Bloomsbury Camden London WC1B 5BJ United Kingdom,9.37560386473,0.928697177784,-2.50736634953,414,The Montague On The Gardens,London,51.520181,-0.1256957
15 Place Vend me 1st arr 75001 Paris France,9.725,0.698477179563,-4.66359011976,28,Ritz Paris,Paris,48.8679466,2.3289593
15 Quai Saint Michel 5th arr 75005 Paris France,9.05416666667,1.00672912004,-0.954410130652,72,Hotel Les Rives de Notre Dame,Paris,48.8532269,2.3457159
15 Rue Boissy d Anglas 8th arr 75008 Paris France,8.54306569343,1.61029754377,-1.21588517531,137,Sofitel Paris Le Faubourg,Paris,48.868414,2.3213247
15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,8.896,1.23882103268,-1.68623734734,50,H tel des Academies et des Arts,Paris,48.8420669,2.3304091
15 Rue Des Pyramides 1st arr 75001 Paris France,8.95285714286,1.05015132499,-1.27127288152,70,Hotel Lumen Paris Louvre,Paris,48.8652582,2.3329632
15 Rue Dupleix 15th arr 75015 Paris France,8.77603305785,1.35179046659,-1.48276028379,121,Le Marquis Eiffel,Paris,48.8516619,2.2979395
15 Rue Jacob 6th arr 75006 Paris France,9.39638554217,0.917961613132,-2.77216428694,166,Mill sime H tel,Paris,48.8550236,2.3350786
15 Rue de Bassano 16th arr 75016 Paris France,8.131,1.69059758725,-0.974130926714,100,Bassano,Paris,48.8690596,2.2971078
15 Seymour Street Westminster Borough London W1H 7JW United Kingdom,8.15770114943,1.62636805309,-0.939523178811,435,The Leonard Hotel,London,51.5147071,-0.1578291
15 rue Edouard Manet 13th arr 75013 Paris France,9.14708171206,0.959207663102,-2.11025842288,257,COQ Hotel Paris,Paris,48.8328764,2.3572531
15 rue de Constantinople 8th arr 75008 Paris France,7.99010989011,1.7298718607,-0.702163772664,91,Best Western Premier Le Swann,Paris,48.8797331,2.3206003
150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom,8.45439153439,1.47539289335,-1.22134523823,945,DoubleTree by Hilton London Hyde Park,London,51.5100362,-0.190657
150 Piccadilly Westminster Borough London W1J 9BR United Kingdom,9.41699507389,1.06582459121,-2.91486691866,406,The Ritz London,London,51.5069446,-0.1415776
151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom,9.08635730858,1.21461979884,-1.89284284503,2155,M by Montcalm Shoreditch London Tech City,London,51.5278465,-0.0889473
151 bis Rue de Rennes 6th arr 75006 Paris France,9.04358974359,1.00680667144,-0.832790926765,78,Legend Saint Germain by Elegancia,Paris,48.8453774,2.3256427
152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom,7.99508804449,1.7087312522,-0.830657198651,1079,Clayton Crown Hotel London,London,51.5561548,-0.2141824
153 Boulevard Saint Germain 6th arr 75006 Paris France,8.71144578313,1.4468110241,-1.66446849114,166,Au Manoir Saint Germain,Paris,48.853688,2.3322667
